Name,Review,Date
Baa!,"I keep emptying my basket and then giving up because I dont know whether Im getting the best value for money or not. This time I put a large pizza with with masses of toppings into my basket. It was full price and around £24. Decided I didnt want that much and it was too expesive so I put a plain cheese medium with just a topping of beef into my basket instead. It was £20 and not worth that at all for what you get.Rewards suckers for buying way more than they actually need (My Mother gets hooked in by the £50 deals when its just her shes ordering for), and punishes light eaters & single people.Why arent the Love Food Hate Waste making a noise about Pizza Hut?|Useful|Share",16-Aug-21
Lynn Wagner,Got are wings and there was no parm cheese on then at all just had the flavor and that was it|Useful|Share,14-Aug-21
T,Can no longer support Pizza Hut after being told they were putting racial propaganda in kids school lunches. Really messed up stuff. You’d think a corporation wouldn’t be racist in 2021.|Useful1|Share,14-Aug-21
christine Oldham,"Takeaway Pizza with hint of rudeness and a large piece of attitude.The MANAGER at Oldham Elk Mill spoke to me like I was a piece of dirt. I asked a perfectly acceptable question, how long had my pizza been sat on the side, as I had been waiting for it to be done and no one had said it was there,  I had to ask if the order was nearly ready.  His reply was rude, telling me other people were waiting, funny as I was stood there by myself, so the other people must have been invisible. Shame as the staff there are nice, the food is lovely and we really like this pizza. After today's experience I am not likely to ever go again, pity as I have been a customer there for over 18 years.|Useful|Share",13-Aug-21
Girl bye,Maybe next time actual listen to the person at the other end of the phone instead of hanging up on them moberly Pizza Hut and not have a crap attitude.|Useful|Share,13-Aug-21
Parveen Akhtar,Excellent service and food at Pizza Hut Bradford. Thank You|Useful|Share,11-Aug-21
Lada Safon,"Our supreme crispy pizza has just been delivered. Horrible, unfortunately. It has not been baked today. All circle edge looked like a plastic and the same on taste. Dissatisfied! That quality is absolutely unrespectful to customers.|Useful|Share",9-Aug-21
JONJO CRAWFORD,"Went to dockside pizza hut with my elder son for his birthday, ordered the all u can eat pizza . went up to get pizza 3 times each time there was NO pizzas ? after my 3rd attempt there were 3 slices left so I took them to my table ,left it a good 10 mins to go back up & there was a cue of around 15 people ! They were totally unprepared for the lunch rush I pa9d £12.99 for 3 small slices of pizza told the manager b4 we left she said yeah I’ve had a word with the cook ! Won’t be going back!!|Useful|Share",9-Aug-21
Kyra German,Pizza hut i wouldn't even give 1 star!! They are a theiving company !!!!! I made an order 2 days ago and had am email 10 minutes later to say my order has not gone threw and something went wrong but they took 30 pounds out of my account?! I call the hut to rre order from and they wouldn't make the food for me nor help me and said its not their problem and to contact customer service...but you can't even call customer service it just redirects you to email which takes up to 5 working days to reply!! I sent them an email 2 days ago and still no response nor have I received my money!! Absolutely disgusted with their service and the fact they think its ok to just take money out of your account when its them who clearly tell you your order hasn't gone threw it makes no sense? Disgusting!!!!|Useful|Share,9-Aug-21
mohammed zafar,"one of the worst Pizzahut branch in uk, Haven road,colchester, didnot provide even  a  single garlic sauce while purchased 5 pounds pizza 2 numbers, one lady and guy saying for 5 pounds pizza we don’t provide pizza sauce its a rude attitude behaviour.|Useful|Share",9-Aug-21
TK,"Oh, what a shame, what started as a lovely gesture by my employers as appreciation for the work I had done for them, where I was offered some vouchers of my choice, this turned out to be a total embarrassment and left me feeling un-appreciated by Pizza Hut.So came the day to use my voucher and I checked online to see what they have, no problem nice meal deal with an extra side, drink, and dips. Came to a penny short of the voucher so I though great, that will do. It says you can’t use online, so no problem, got the car out and went to our local Pizza Hut.That’s where it all started going wrong, I was treated as an idiot “as though I should know” the web site I looked at was for the Pizza delivery service (although it did not say that on the select and collect section) and I had gone to the Pizza Restaurant take away service, the implication was “are you stupid or something, don’t you know anything” so we drove to the Pizza delivery service to be told they don’t take vouchers they have to be used at Restaurants. So back to the Restaurant.Not able to get the meal deal from the website I opted for their Treat yourself deal, only to be told sorry we don’t have the included toppings, but we can put on ham, bacon and chicken.No problem I will go with that, then came the bill to pay and instead of £13.49 for the Treat yourself deal they charged me £15.19 because of the difference in cost of the toppings. Not the end of the world I know, but I thought flipping cheek.Not a good experience of my first use of this Pizza outlet, to be fair the Pizza was very nice (better than some I’ve had) but wouldn’t use them again unless their customer service gets better or at least their staff show some empathy to people including new customers.|Useful|Share",6-Aug-21
Clare Leigh,"Beautiful food, arrived hot and before the time allocated. Driver was also extremely pleasant and professional.I have avoided ordering pizza due to price but the meal deals they have at the moment are brilliant.I would definitely order againThank you!!!!|Useful|Share",4-Aug-21
wicked_jerm,This is the worse pizza hut i ever been to everyone in here is rude|Useful|Share,3-Aug-21
Sonny,"Bought two large pizzas from Pizza Hut takeaway latein the evening and by the time I arrived home Irealised there was hardly any cheese on both pizzas.Both pizzas looked like they had been prepared in a rushwithout proper care or attention.When I tried calling back no one answered.The next day a staff member called Vicky was rude,abrupt and not prepared to listen to my complaint.We had to add our own cheese to both pizzas dueto the lack of it.Cheese is a basic ingredient on pizza and this particularPizza Hut on Meadfield Road, Langley, Slough hardly putany cheese on.I asked whether they had new staff making the pizzato which Vicky gave no reply.He began making assumptions about my complaint andbecame argumentative even though I spoke calmly.It was clear Vicky did not care about me as a customer.He hung up, didn't listen to everything I was sayingand lacked professionalism and basic people skills.I've been a regular customer at this particular Pizza Hutand even informed Vicky about this but he simply doesnot care!I've never been treated so badly by Pizza Hut.It's appalling that your large organisationwould treat customers so poorly.Vicky works for Pizza Hut, he is a representative ofyour business and treats customers like dirt!I shall not return to Pizza Hut and have commenced writingmy reviews where you shall receive low ratings everywhere.The behaviour presented by Vicky is not acceptable andI don't think he even understands what he is doing wrong.My complaint should be investigated and an explanation providedfor all points raised.Vicky's approach to the customer shows he does not careand has no regard for the customer.Whoever was making and preparing the pizzas showed poorskill and possibly no experience.I expect your company to apologise to me, show empathy and some customer care skills on how to put things right.Paying customers are not garbage but Vicky thinks different.Like I said, I won't be returning to Pizza Hut afterthis experience.Yours trulyMr Bains|Useful|Share",2-Aug-21
